Date,Low,Base,High
2025-01-01,13278.463557242309,19852.02367053078,41386.18728699614
2025-07-01,13278.463557242309,22826.993046228818,57330.702389161976
2026-01-01,13285.363611055052,26458.393894499437,74257.77718950524
2026-07-01,13351.604127657383,30738.91221564824,92153.61169226503
2027-01-01,13867.728152850546,35639.29201089762,110993.36590507167
2027-07-01,14857.195869597868,41135.76278124076,130727.35984318587
2028-01-01,16292.407062648379,47230.15302660128,151341.7935108467
2028-07-01,18149.90154903875,53900.52074789595,172844.9469055107
2029-01-01,20429.67932876898,61101.153447034776,195154.0200526124
2029-07-01,23102.760175825555,68855.82162302456,218280.0529487605
2030-01-01,26174.664133258666,77109.67027815727,242195.44560243314
2030-07-01,29638.49114725557,85890.12691128695,266858.79802634765
2031-01-01,33454.22090570236,95145.99352455274,292259.0702238952
2031-07-01,37637.03352698706,104879.09861787828,318401.7821933802
2032-01-01,42160.70880662126,115067.50019218035,345220.6939551502
2032-07-01,47033.52680918025,125700.22724791733,372704.7655125965
2033-01-01,52229.2673301756,136777.27978508925,400870.5568606322
2033-07-01,57729.99022969419,148282.2013043837,429638.028023844
2034-01-01,63548.11560459895,160172.93630755783,459056.8589869712
2034-07-01,69667.0833257393,172478.74079338927,489066.32976866566
2035-01-01,76068.9532532021,185157.55926363525,519644.36037571006
2035-07-01,82760.6254408001,198227.67671753172,550782.6708106478
2036-01-01,89736.5798454831,211634.23815737068,582481.2610734787
2036-07-01,96878.13554167193,225313.24608582613,614546.9312235501
2037-01-01,104186.67254012913,239191.56050595402,646921.7212786662
2037-07-01,111598.7103457775,253208.84092027557,679528.3512625656
2038-01-01,119067.32859269033,267295.6043316939,712242.6212134003
2038-07-01,126559.4070225665,281415.2807417371,745009.3311481264
2039-01-01,134034.9253232921,295503.87265307904,777684.9611108304
2039-07-01,141445.5831181779,309519.324567477,810261.2311040559
2040-01-01,148734.79996595942,323375.69698852167,842630.5011608675
2040-07-01,155898.43583434902,337052.8764170535,874698.9313100912
2041-01-01,162866.11017445676,350485.0368558229,906400.2815720743
2041-07-01,169611.60278179415,363630.122806587,937673.8319654689
2042-01-01,176129.39361331103,376449.7357709502,968469.9025055359
2042-07-01,182356.00217393014,388894.5062509753,998675.3332270354
2043-01-01,188284.5284098388,400938.8352477319,1028314.9641223373
2043-07-01,193887.37210578597,412564.43776198395,1057283.9152236586
2044-01-01,199164.5332617717,423745.7147948011,1085601.5065250644
2044-07-01,204085.65164101988,434468.0383467945,1113218.0580418154
2045-01-01,208641.0671681927,444700.32391926297,1140105.9697823902
2045-07-01,212850.09999396582,454453.54251174815,1166265.2417467881
2046-01-01,216674.1098169879,463724.03712440276,1191693.1139358575
2046-07-01,220139.31684174735,472499.0082577616,1216356.466359772
2047-01-01,223240.201025194,480804.05491075513,1240338.0989930972
2047-07-01,225982.282410378,488637.34858345974,1263593.8518493979
2048-01-01,228377.9810941623,496009.86027541704,1286159.6049176527
2048-07-01,230447.99723798514,502928.90398632135,1308068.4781876877
2049-01-01,232189.57082032145,509451.1632138044,1329312.1916620464
2049-07-01,233620.6419810843,515551.0389589357,1349956.9853203811
2050-01-01,234764.67090323707,521237.6737213333,1369989.0591669313
2050-07-01,235628.55764059248,526573.2364983996,1389485.6931779578
