Date,Low,Base,High
2025-01-01,13279.843568004857,19852.02367053078,40160.74766342653
2025-07-01,13292.263664867794,22826.993046228818,54857.74314880528
2026-01-01,13441.304827223039,26458.393894499437,70564.89832388332
2026-07-01,14120.270122396934,30738.91221564824,87249.09319883441
2027-01-01,15264.299044549696,35639.29201089762,104841.32779485398
2027-07-01,16841.65134614271,41132.10578139356,123336.08211363765
2028-01-01,18864.747124038906,47213.69652728887,142708.51616281577
2028-07-01,21293.566066124386,53809.095751715926,162895.1499618881
2029-01-01,24107.408010960913,60910.98945498032,183846.30352611537
2029-07-01,27295.2328724481,68528.52013670006,205537.13686312787
2030-01-01,30818.40034923459,76592.20479977832,227915.20998903416
2030-07-01,34674.15041979529,85076.44444528471,250941.88291570364
2031-01-01,38815.56271820354,93973.92507352482,274564.7156592448
2031-07-01,43250.91730903463,103231.62018671422,298736.7882340706
2032-01-01,47926.39377254917,112809.3027865337,323411.18065459374
2032-07-01,52840.61209798462,122706.97287298329,348543.7329343795
2033-01-01,57943.89189788922,132851.49044911895,374079.24509038404
2033-07-01,63222.43306463749,143239.19851509345,399990.1171310856
2034-01-01,68654.15542602865,153822.55607289323,426160.42909209244
2034-07-01,74215.59879909937,164599.73462259467,452620.54096407857
2035-01-01,79870.8829040234,175466.50966855252,479260.0527809566
2035-07-01,85603.44761165015,186461.27970916242,506056.88454950915
2036-01-01,91382.93268520354,197503.5907477859,532942.0362909316
2036-07-01,97203.81808163339,208584.30028480504,559882.3880153977
2037-01-01,103012.28338120031,219692.43732067815,586808.9397441029
2037-07-01,108801.42853009155,230758.51885830847,613746.5314694168
2038-01-01,114553.31338839397,241756.94589876555,640568.203230339
2038-07-01,120254.1378484821,252696.86094166743,667282.2350243261
2039-01-01,125859.74156595438,263521.5804893825,693816.8668734211
2039-07-01,131371.50455157337,274212.8195426747,720172.0987776243
2040-01-01,136765.9666223757,284759.6071020024,746295.490753044
2040-07-01,142040.36775683632,295123.54466897016,772134.6028157888
2041-01-01,147165.7277289417,305304.6322435778,797733.5949522936
2041-07-01,152139.28651716674,315297.3843260546,823006.9071888407
2042-01-01,156943.1039815983,325052.43141846335,847940.7395296692
2042-07-01,161593.74025138697,334573.4305206512,872540.6119730833
2043-01-01,166030.4748529806,343864.03863246547,896762.3645326485
2043-07-01,170297.46813078076,352911.45625444077,920611.5172066687
2044-01-01,174382.29998792455,361691.91288757045,944107.3899892095
2044-07-01,178254.61018763582,370223.69353109045,967178.2229023138
2045-01-01,181940.61893440303,378497.6556853828,989865.4159332647
2045-07-01,185415.48603450033,386511.97085052385,1012155.1690863011
2046-01-01,188710.9517354663,394253.8395270484,1034077.842352097
2046-07-01,191804.93586510018,401730.5757146509,1055589.2757442177
2047-01-01,194718.1385848402,408964.12141241453,1076697.7492601194
2047-07-01,197414.6796148601,415945.3341207213,1097428.1028921718
2048-01-01,199944.23934261163,422683.3563391892,1117810.6966310493
2048-07-01,202279.2175528438,429163.56006842945,1137823.450483534
2049-01-01,204449.9744823327,435424.34380683757,1157471.8844479306
2049-07-01,206427.5299050648,441443.7655553305,1176755.9985242388
2050-01-01,208256.04416544165,447245.5958129149,1195739.272692959
2050-07-01,209909.29705897483,452831.66307951446,1214385.8269651127
