Date,Low,Base,High
2025-01,16318.7784641445,18566.089711891498,17937.25491321
2025-07,17081.6272363155,22473.11247747,25349.258523898498
2026-01,18298.061764912498,27070.822644878997,33421.023234843
2026-07,20040.243420275998,32266.441309395,42173.1665804265
2027-01,22421.5686415125,38214.599978890496,51574.762259074494
2027-07,25617.286470877498,44863.754817408,61749.515477085
2028-01,29617.088141179498,52409.772401586,72748.9700704155
2028-07,34606.531461865496,60842.343964233,84686.5224781725
2029-01,40451.602459445996,70202.70457411499,97603.407769122
2029-07,47430.6378480915,80707.3383422535,111571.7873136045
2030-01,55481.785024653,92273.77513111649,126612.27864600299
2030-07,64821.528100152,105056.64644857649,142931.0571101475
2031-01,75418.940773014,119189.966268123,160569.357774804
2031-07,87511.1246886435,134756.204727288,179640.577079079
2032-01,101129.006148615,151889.37579956098,200216.876393313
2032-07,116375.6728248435,170661.6408552825,222514.7398285275
2033-01,133457.30006115898,191237.94016951649,246585.71122067998
2033-07,152590.371968583,213803.83155171,272677.2009823665
2034-01,171774.9877119645,236514.0456745845,298861.46964877646
2034-07,190464.782630154,258729.43897226697,324612.7700931435
2035-01,208134.00959638497,279862.41171484196,349199.179844871
2035-07,224277.539018274,299500.6132146495,372342.3621897885
2036-01,238586.107880076,317324.471688753,393691.819043385
2036-07,251008.17234583347,333189.66439647146,413051.683829022
2037-01,261347.86583890798,347106.5001049965,430494.11791703996
2037-07,269924.76014223596,359157.44895185996,445998.50377305597
2038-01,276738.85525581747,369486.833677743,459853.486878432
2038-07,282099.41419539746,378321.4471608585,472141.5373707
2039-01,286088.907098508,385815.92090907897,483182.2270327965
2039-07,288965.0531449365,392186.739033426,493078.6435366365
2040-01,290923.7189113215,397619.4593433465,501985.4183900925
2040-07,292006.139466429,402258.4045795215,510108.72693699447
2041-01,292573.1216619615,406175.73611229146,517541.348082066
2041-07,292748.370704217,409546.70298391196,524396.6782644135
2042-01,292768.98823859997,412495.010400681,530767.4963887605
2042-07,292768.98823859997,414989.732061024,536798.125195788
2043-01,292768.98823859997,417154.573171239,542416.4033151554
2043-07,292768.98823859997,419010.15126570896,547818.1973235015
2044-01,292768.98823859997,420628.62771477445,552941.654617677
2044-07,292768.98823859997,422144.016491925,557951.715472746
2045-01,292768.98823859997,423381.06855490495,562693.748380836
2045-07,292768.98823859997,424473.79787720396,567322.3848498195
2046-01,292768.98823859997,425514.9833635455,571858.2424140795
2046-07,292768.98823859997,426463.38994516345,576218.8509360839
2047-01,292768.98823859997,427246.8562517175,580548.5331565139
2047-07,292768.98823859997,428020.01379108,584775.127705029
2048-01,292768.98823859997,428690.08365852747,588970.7959519695
2048-07,292768.98823859997,429318.91845720896,593135.5378973355
2049-01,292768.98823859997,429896.209419933,597217.8097051695
2049-07,292768.98823859997,430432.265313891,601258.8464442375
2050-01,292768.98823859997,430958.0124406575,605217.4130457735
2050-07,292768.98823859997,431411.59819708345,609206.905948884
