Date,Low,Base,High
2025-01-01,439.0,495.0,794.0
2025-07-01,439.0,570.0,1167.0
2026-01-01,439.0,660.0,1556.0
2026-07-01,439.0,767.0,1962.0
2027-01-01,439.0,889.0,2383.0
2027-07-01,439.0,1026.0,2819.0
2028-01-01,439.0,1179.0,3270.0
2028-07-01,439.0,1345.0,3735.0
2029-01-01,439.0,1525.0,4213.0
2029-07-01,439.0,1718.0,4705.0
2030-01-01,439.0,1924.0,5210.0
2030-07-01,442.0,2142.0,5727.0
2031-01-01,457.0,2372.0,6255.0
2031-07-01,482.0,2611.0,6794.0
2032-01-01,517.0,2861.0,7342.0
2032-07-01,562.0,3120.0,7899.0
2033-01-01,614.0,3387.0,8465.0
2033-07-01,673.0,3661.0,9038.0
2034-01-01,739.0,3942.0,9617.0
2034-07-01,812.0,4228.0,10202.0
2035-01-01,888.0,4519.0,10792.0
2035-07-01,969.0,4814.0,11386.0
2036-01-01,1053.0,5113.0,11983.0
2036-07-01,1139.0,5413.0,12582.0
2037-01-01,1227.0,5716.0,13183.0
2037-07-01,1315.0,6018.0,13785.0
2038-01-01,1403.0,6321.0,14386.0
2038-07-01,1491.0,6623.0,14987.0
2039-01-01,1577.0,6924.0,15586.0
2039-07-01,1661.0,7222.0,16183.0
2040-01-01,1742.0,7517.0,16777.0
2040-07-01,1819.0,7810.0,17368.0
2041-01-01,1893.0,8097.0,17955.0
2041-07-01,1962.0,8381.0,18537.0
2042-01-01,2026.0,8659.0,19115.0
2042-07-01,2086.0,8933.0,19686.0
2043-01-01,2139.0,9201.0,20252.0
2043-07-01,2186.0,9462.0,20813.0
2044-01-01,2227.0,9717.0,21367.0
2044-07-01,2261.0,9967.0,21914.0
2045-01-01,2289.0,10208.0,22455.0
2045-07-01,2310.0,10444.0,22990.0
2046-01-01,2324.0,10672.0,23517.0
2046-07-01,2332.0,10894.0,24037.0
2047-01-01,2335.0,11109.0,24551.0
2047-07-01,2335.0,11317.0,25057.0
2048-01-01,2335.0,11518.0,25558.0
2048-07-01,2335.0,11713.0,26051.0
2049-01-01,2335.0,11901.0,26537.0
2049-07-01,2335.0,12082.0,27018.0
2050-01-01,2335.0,12258.0,27492.0
2050-07-01,2335.0,12427.0,27959.0
