Date,Low,Base,High
2025-01-01,3648.4440108528233,5454.6218055892805,13201.329974562394
2025-07-01,3648.4440108528233,6272.036347147148,19403.862020859833
2026-01-01,3648.4440108528233,7269.814638194428,25883.949603157376
2026-07-01,3648.4440108528233,8445.947054781376,32623.39235843863
2027-01-01,3648.4440108528233,9792.395101109025,39625.98202899867
2027-07-01,3648.4440108528233,11302.627499340706,46881.101736411256
2028-01-01,3648.4440108528233,12977.146655463861,54375.85955687312
2028-07-01,3648.4440108528233,14809.923697629254,62101.91365733508
2029-01-01,3648.4440108528233,16788.398476151,70063.81412855121
2029-07-01,3648.4440108528233,18919.10226886576,78247.15234980024
2030-01-01,3649.2023654591108,21186.96289615046,86643.58648803293
2030-07-01,3672.711358254048,23599.516447816644,95245.53305865914
2031-01-01,3812.248605811088,26142.695556216102,104057.54215243297
2031-07-01,4043.9259380321514,28817.00262733628,113063.68845171509
2032-01-01,4373.4310144644005,31616.408789327947,122256.38847191528
2032-07-01,4795.455352863818,34537.899606266474,131638.6756068697
2033-01-01,5310.378130533548,37581.47507815188,141199.93297815204
2033-07-01,5909.478269501274,40742.613551097245,150933.33544963112
2034-01-01,6591.618237857562,44009.75968739153,160838.883021307
2034-07-01,7343.906007295519,47372.86536728604,170883.96670944197
2035-01-01,8153.070372205093,50809.82472733359,181035.2191818393
2035-07-01,9012.286141129693,54309.584835810594,191288.09034774482
2036-01-01,9906.00704464041,57856.06870111913,201624.3798441422
2036-07-01,10834.23308273724,61446.26188733458,212003.1368542445
2037-01-01,11774.971971837827,65056.04890705999,222428.1531203468
2037-07-01,12720.640165879291,68677.89367048389,232863.02791641638
2038-01-01,13670.479310255338,72296.72399798316,243289.5608794367
2038-07-01,14603.63465329304,75895.458085985,253693.34338868657
2039-01-01,15515.176890051529,79466.55984467787,264057.6917780676
2039-07-01,16396.005765255344,83000.98596628796,274358.33889689116
2040-01-01,17238.537732841603,86483.16186520472,284577.08438214095
2040-07-01,18033.293360231703,89902.0346097046,294707.1030976858
2041-01-01,18774.205810575335,93241.02480220217,304724.1278928371
2041-07-01,19451.795651293894,96505.65890855929,314619.0585860868
2042-01-01,20067.200414296814,99684.38159106491,324382.0366474675
2042-07-01,20608.286425883492,102764.1302940457,334000.17015317606
2043-01-01,21072.399444931907,105738.8761456524,343460.5671794092
2043-07-01,21457.643584926343,108613.6432057594,352769.29451383895
2044-01-01,21756.814477107062,111381.90019653004,361908.910141908
2044-07-01,21974.841426414936,114034.6038101905,370879.41406361636
2045-01-01,22111.72443284997,116570.74923476584,379684.59802125907
2045-07-01,22164.809255290147,118999.37977802998,388318.395227164
2046-01-01,22164.809255290147,121311.95453819646,396772.4638482819
2046-07-01,22164.809255290147,123514.50238711451,405075.62112605566
2047-01-01,22164.809255290147,125608.53054274648,413202.0832128783
2047-07-01,22164.809255290147,127590.01975719283,421173.8422140617
2048-01-01,22164.809255290147,129474.54461606411,428982.5562965565
2048-07-01,22164.809255290147,131256.07624751105,436638.8423387889
2049-01-01,22164.809255290147,132946.16998924472,444147.250431513
2049-07-01,22164.809255290147,134535.78253349126,451519.1558016142
2050-01-01,22164.809255290147,136042.49808981086,458763.6586306006
2050-07-01,22164.809255290147,137459.28297437952,465873.17543388193
