Date,Low,Base,High
2025-01-01,9188.0,10362.0,13687.0
2025-07-01,9223.0,11914.0,18566.0
2026-01-01,9549.0,13810.0,23793.0
2026-07-01,10208.0,16044.0,29348.0
2027-01-01,11206.0,18602.0,35235.0
2027-07-01,12519.0,21471.0,41435.0
2028-01-01,14128.0,24651.0,47946.0
2028-07-01,16048.0,28133.0,54745.0
2029-01-01,18242.0,31891.0,61827.0
2029-07-01,20724.0,35939.0,69202.0
2030-01-01,23468.0,40247.0,76842.0
2030-07-01,26482.0,44830.0,84739.0
2031-01-01,29741.0,49647.0,92891.0
2031-07-01,33223.0,54694.0,101263.0
2032-01-01,36916.0,59950.0,109840.0
2032-07-01,40811.0,65401.0,118622.0
2033-01-01,44870.0,71036.0,127582.0
2033-07-01,49114.0,76840.0,136708.0
2034-01-01,53497.0,82778.0,145984.0
2034-07-01,58007.0,88848.0,155378.0
2035-01-01,62629.0,95045.0,164901.0
2035-07-01,67344.0,101321.0,174508.0
2036-01-01,72148.0,107694.0,184199.0
2036-07-01,77019.0,114115.0,193950.0
2037-01-01,81923.0,120591.0,203749.0
2037-07-01,86861.0,127086.0,213584.0
2038-01-01,91818.0,133606.0,223426.0
2038-07-01,96768.0,140123.0,233264.0
2039-01-01,101698.0,146620.0,243096.0
2039-07-01,106599.0,153084.0,252885.0
2040-01-01,111461.0,159509.0,262627.0
2040-07-01,116268.0,165879.0,272323.0
2041-01-01,120995.0,172171.0,281951.0
2041-07-01,125646.0,178386.0,291483.0
2042-01-01,130204.0,184506.0,300935.0
2042-07-01,134672.0,190532.0,310280.0
2043-01-01,139024.0,196446.0,319526.0
2043-07-01,143259.0,202243.0,328656.0
2044-01-01,147371.0,207925.0,337653.0
2044-07-01,151358.0,213469.0,346537.0
2045-01-01,155209.0,218893.0,355280.0
2045-07-01,158936.0,224182.0,363892.0
2046-01-01,162516.0,229323.0,372366.0
2046-07-01,165957.0,234337.0,380695.0
2047-01-01,169258.0,239198.0,388888.0
2047-07-01,172424.0,243920.0,396936.0
2048-01-01,175445.0,248508.0,404855.0
2048-07-01,178330.0,252953.0,412624.0
2049-01-01,181071.0,257257.0,420257.0
2049-07-01,183682.0,261428.0,427754.0
2050-01-01,186149.0,265470.0,435115.0
2050-07-01,188502.0,269368.0,442350.0
