Date,Low,Base,High
2025-01-01,9184.0,10362.0,13889.0
2025-07-01,9193.0,11914.0,18982.0
2026-01-01,9296.0,13810.0,24409.0
2026-07-01,9764.0,16044.0,30179.0
2027-01-01,10553.0,18602.0,36269.0
2027-07-01,11646.0,21471.0,42676.0
2028-01-01,13055.0,24651.0,49391.0
2028-07-01,14771.0,28133.0,56396.0
2029-01-01,16761.0,31891.0,63693.0
2029-07-01,19033.0,35939.0,71274.0
2030-01-01,21572.0,40247.0,79117.0
2030-07-01,24381.0,44830.0,87220.0
2031-01-01,27425.0,49647.0,95577.0
2031-07-01,30705.0,54692.0,104151.0
2032-01-01,34194.0,59945.0,112942.0
2032-07-01,37865.0,65394.0,121932.0
2033-01-01,41730.0,71028.0,131092.0
2033-07-01,45749.0,76814.0,140417.0
2034-01-01,49906.0,82757.0,149881.0
2034-07-01,54210.0,88815.0,159486.0
2035-01-01,58615.0,94997.0,169185.0
2035-07-01,63117.0,101262.0,178988.0
2036-01-01,67684.0,107605.0,188869.0
2036-07-01,72323.0,114011.0,198807.0
2037-01-01,76998.0,120456.0,208794.0
2037-07-01,81701.0,126933.0,218796.0
2038-01-01,86403.0,133410.0,228805.0
2038-07-01,91117.0,139885.0,238817.0
2039-01-01,95797.0,146339.0,248805.0
2039-07-01,100449.0,152759.0,258750.0
2040-01-01,105038.0,159127.0,268657.0
2040-07-01,109580.0,165433.0,278495.0
2041-01-01,114038.0,171669.0,288261.0
2041-07-01,118411.0,177807.0,297939.0
2042-01-01,122699.0,183859.0,307531.0
2042-07-01,126877.0,189805.0,317002.0
2043-01-01,130937.0,195640.0,326367.0
2043-07-01,134882.0,201358.0,335615.0
2044-01-01,138693.0,206934.0,344732.0
2044-07-01,142381.0,212401.0,353724.0
2045-01-01,145928.0,217713.0,362578.0
2045-07-01,149348.0,222896.0,371295.0
2046-01-01,152610.0,227946.0,379868.0
2046-07-01,155739.0,232843.0,388299.0
2047-01-01,158726.0,237594.0,396596.0
2047-07-01,161564.0,242207.0,404739.0
2048-01-01,164272.0,246682.0,412740.0
2048-07-01,166827.0,251014.0,420602.0
2049-01-01,169248.0,255201.0,428329.0
2049-07-01,171534.0,259255.0,435915.0
2050-01-01,173681.0,263173.0,443368.0
2050-07-01,175702.0,266963.0,450682.0
