Date,Low,Base,High
2025-01-01,9630.019546389485,14397.4018649415,30022.758746813666
2025-07-01,9630.019546389485,16554.95669908167,41588.2964519333
2026-01-01,9635.023713686509,19188.579256305013,53856.4135503546
2026-07-01,9683.063719737922,22292.965160866865,66845.12489831605
2027-01-01,10043.36376512352,25846.896909788597,80508.39252987484
2027-07-01,10763.963855894712,29833.135281900057,94828.20158879244
2028-01-01,11783.813151027833,34247.70199539276,109786.53721883033
2028-07-01,13106.914984360497,39054.79251399024,125343.3664061252
2029-01-01,14717.256020542236,44234.515428650055,141462.65943820006
2029-07-01,16593.818756925557,49772.28370607436,158124.39980812315
2030-01-01,18733.600693132237,55662.79297051851,175298.56275549706
2030-07-01,21108.578492298966,61845.04290091892,192935.10701299258
2031-01-01,23698.73548523765,68341.57709419039,211026.02597783707
2031-07-01,26497.065837732454,75092.72132320552,229523.28003339443
2032-01-01,29480.550380217075,82099.80168190046,248398.8460699604
2032-07-01,32644.184945394496,89323.03535219026,267620.6976764443
2033-01-01,35944.933694510335,96767.72670981957,287122.78037997155
2033-07-01,39386.79996140218,104367.57105798018,306911.0991326217
2034-01-01,42932.75290807211,112126.54667848059,326915.59616013395
2034-07-01,46594.802536032934,120023.43606834211,347136.2714625082
2035-01-01,50325.90967269267,128013.15203373515,367505.06891617685
2035-07-01,54112.062649619664,136085.08582317046,387985.95880866284
2036-01-01,57945.254799138645,144212.71555792468,408546.91472887556
2036-07-01,61800.46528476454,152372.1715471468,429141.89871087205
2037-01-01,65664.68327152508,160544.88847573067,449774.9140560387
2037-07-01,69523.89709098855,168704.3444649528,470399.92279843276
2038-01-01,73350.08340629173,176830.64810577084,490982.89687627024
2038-07-01,77144.24305089394,184907.8862709508,511465.7884194494
2039-01-01,80888.36102252595,192908.21098783324,531830.5825717318
2039-07-01,84560.41898508082,200834.27444429032,552085.2859358899
2040-01-01,88155.41277126156,208643.64163436502,572173.8522925151
2040-07-01,91663.3340464741,216341.61693380182,592090.276689528
2041-01-01,95061.16364115216,223904.33065174983,611802.5327158377
2041-07-01,98359.91072334918,231311.89137916648,631288.6022138197
2042-01-01,101545.5636246335,238580.2122432859,650564.498389019
2042-07-01,104597.10484235764,245677.46698964006,669570.171720641
2043-01-01,107527.54521149382,252603.65561822895,688329.6420170031
2043-07-01,110315.86722939459,259352.14765937172,706816.8878190949
2044-01-01,112979.08506486978,265922.9431130684,725023.9025241428
2044-07-01,115486.17288067791,272304.10713389365,742960.6943856135
2045-01-01,117864.15318022284,278503.5962854641,760621.2584514271
2045-07-01,120087.0042935601,284498.8669708653,777975.569961186
2046-01-01,122169.73872258073,290315.11497488426,795037.6404697425
2046-07-01,124110.35480036594,295947.0359217762,811825.4848333352
2047-01-01,125917.86002805033,301378.7166843073,828339.103051964
2047-07-01,127582.24607103992,306632.7008593924,844566.4852214698
2048-01-01,129105.51459625347,311708.9884470313,860513.6362939322
2048-07-01,130494.67143790684,316591.66631999024,876206.5777283625
2049-01-01,131750.71742945942,321316.5390145455,891621.2897164426
2049-07-01,132883.6609055052,325872.99777920777,906791.8003199561
2050-01-01,133900.50770026012,330249.10776855174,921704.097984051
2050-07-01,134785.24447837367,334475.369143109,936378.1992156593
